run	step	train_loss	epoch	val_accuracy	val_loss	lang	arch	model_version
3	2851	0.0045915218070149	22.0	0.2646484375	1.7263574600219729	deu	pointer_generator_lstm	2
3	2649	0.0095163155347108	49.0	0.2478515654802322	1.0409884452819824	swe	pointer_generator_lstm	2
3	2564	0.0074768560007214	44.0	0.1818359345197677	1.670774221420288	isl	pointer_generator_lstm	2
3	2699	0.0096140075474977	11.0	0.3265624940395355	2.292440176010132	rus	pointer_generator_lstm	2
3	6559	0.7294401526451111	655.0	0.2591666579246521	1.7940616607666016	deu	transformer	0
3	3999	0.7375375628471375	799.0	0.1949999928474426	1.6525895595550537	swe	transformer	0
3	1039	0.756268322467804	207.0	0.1441666632890701	2.0974740982055664	isl	transformer	0
3	12959	0.7190680503845215	719.0	0.3050000071525574	1.8844484090805051	rus	transformer	0
3	7919	0.0060503925196826	39.0	0.2430000007152557	1.6801927089691162	deu	bilstm-attn	2
3	4589	0.0294222198426723	53.0	0.1739999949932098	1.3747000694274902	swe	bilstm-attn	2
3	3779	0.0154052507132291	41.0	0.1560000032186508	2.1502509117126465	isl	bilstm-attn	2
3	15119	0.0070315180346369	41.0	0.289000004529953	2.346480369567871	rus	bilstm-attn	2
3				0.309		deu	M_C	
3				0.292		swe	M_C	
3				0.215		isl	M_C	
3				0.373		rus	M_C	
5	3471	0.0033684170339256	27.0	0.265625	1.853461742401123	deu	pointer_generator_lstm	2
5	1324	0.0269835870712995	24.0	0.2271484434604644	0.900873064994812	swe	pointer_generator_lstm	2
5	2450	0.0119592817500233	42.0	0.1822265684604644	1.6493514776229858	isl	pointer_generator_lstm	2
5	6299	0.0040996484458446	27.0	0.3306640684604645	2.5535459518432617	rus	pointer_generator_lstm	2
5	4479	0.7307373881340027	447.0	0.2224999964237213	1.7663652896881104	deu	transformer	0
5	3919	0.738777220249176	783.0	0.2008333355188369	1.6668477058410645	swe	transformer	0
5	959	0.765613853931427	191.0	0.1449999958276748	2.071650981903076	isl	transformer	0
5	14111	0.7193961143493652	783.0	0.3166666626930237	1.8780258893966677	rus	transformer	0
5	6731	0.0100224986672401	33.0	0.2319999933242797	1.6616002321243286	deu	bilstm-attn	2
5	2889	0.0628076568245887	33.0	0.1889999955892563	0.9920995235443116	swe	bilstm-attn	2
5	4499	0.0141688026487827	49.0	0.152999997138977	2.218092679977417	isl	bilstm-attn	2
5	10079	0.0106819551438093	27.0	0.2879999876022339	2.2587475776672363	rus	bilstm-attn	2
5				0.301		deu	M_C	
5				0.301		swe	M_C	
5				0.213		isl	M_C	
5				0.388		rus	M_C	
2	3347	0.0046415831893682	26.0	0.2392578125	1.8447377681732176	deu	pointer_generator_lstm	2
2	1430	0.0283716227859258	26.0	0.2277343720197677	0.8890070915222168	swe	pointer_generator_lstm	2
2	3305	0.0019194334745407	57.0	0.1818359345197677	2.0776824951171875	isl	pointer_generator_lstm	2
