run	step	train_loss	epoch	val_accuracy	val_loss	lang	arch	model_version
3	6874	0.0530629195272922	54.0	0.528124988079071	1.1483756303787231	deu	pointer_generator_lstm	0
3	2066	0.0359435006976127	38.0	0.516406238079071	0.39156174659729	swe	pointer_generator_lstm	0
3	1424	0.072229690849781	24.0	0.3499999940395355	0.6418769359588623	isl	pointer_generator_lstm	0
3	9491	0.0269674714654684	41.0	0.632031261920929	1.2925193309783936	rus	pointer_generator_lstm	0
3	3199	0.7849903106689453	319.0	0.4758333265781402	1.4946985244750977	deu	transformer	0
3	2399	0.763322114944458	479.0	0.5208333134651184	1.140213131904602	swe	transformer	0
3	3759	0.750102162361145	751.0	0.3233333230018616	1.5042674541473389	isl	transformer	0
3	12767	0.7599260210990906	671.0	0.6383333206176758	1.572481393814087	rus	transformer	0
3	5969	0.0587355718016624	29.0	0.4309999942779541	0.8710809350013733	deu	bilstm-attn	0
3	4929	0.0516832694411277	57.0	0.4880000054836273	0.4444400072097778	swe	bilstm-attn	0
3	5277	0.0454433187842369	57.0	0.2879999876022339	0.928739607334137	isl	bilstm-attn	0
3	20995	0.0430596433579921	57.0	0.6069999933242798	1.2178462743759155	rus	bilstm-attn	0
3				0.462		deu	M_C	
3				0.585		swe	M_C	
3				0.345		isl	M_C	
3				0.647		rus	M_C	
5	7124	0.0391804501414299	56.0	0.466796875	1.1494029760360718	deu	pointer_generator_lstm	0
5	3179	0.0241476371884346	59.0	0.5146484375	0.4577235281467438	swe	pointer_generator_lstm	0
5	2963	0.0141378510743379	51.0	0.3373046815395355	0.8574342131614685	isl	pointer_generator_lstm	0
5	10621	0.0137642649933695	46.0	0.652539074420929	1.428373098373413	rus	pointer_generator_lstm	0
5	7519	0.7673237919807434	751.0	0.4858333468437195	1.4823764562606812	deu	transformer	0
5	2479	0.7597874999046326	495.0	0.5149999856948853	1.173469066619873	swe	transformer	0
5	3679	0.7581152319908142	735.0	0.3100000023841858	1.5630691051483154	isl	transformer	0
5	9727	0.7626335620880127	511.0	0.6541666388511658	1.5237168073654177	rus	transformer	0
5	7163	0.0494032688438892	35.0	0.4539999961853027	0.8808591961860657	deu	bilstm-attn	0
5	4249	0.0656152218580246	49.0	0.4880000054836273	0.4127254486083984	swe	bilstm-attn	0
5	4003	0.0781495049595832	43.0	0.2720000147819519	0.846697986125946	isl	bilstm-attn	0
5	20995	0.0422590300440788	57.0	0.6069999933242798	1.2206799983978271	rus	bilstm-attn	0
5				0.5		deu	M_C	
5				0.58		swe	M_C	
