run	step	train_loss	epoch	val_accuracy	val_loss	lang	arch	model_version
3	5921	0.0019006287911906	46.0	0.3185546994209289	1.9553431272506716	deu	pointer_generator_lstm	0
3	5870	0.0171839129179716	56.0	0.2425781190395355	1.0099276304244995	swe	pointer_generator_lstm	0
3	3229	0.0048588071949779	37.0	0.1958984434604644	1.8339321613311768	isl	pointer_generator_lstm	0
3	14975	0.0038320487365126	51.0	0.3197265565395355	2.9666104316711426	rus	pointer_generator_lstm	0
3	3695	0.7657965421676636	335.0	0.1958333402872085	1.9199618101119995	deu	transformer	0
3	4895	0.7318022847175598	543.0	0.2383333295583725	1.5011919736862185	swe	transformer	0
3	5375	0.7597915530204773	767.0	0.1400000005960464	2.2159640789031982	isl	transformer	0
3	13823	0.7689171433448792	575.0	0.2899999916553497	2.018277168273926	rus	transformer	0
3	9647	0.0035078527871519	47.0	0.1979999989271164	2.03430700302124	deu	bilstm-attn	1
3	8249	0.0254206974059343	49.0	0.2080000042915344	1.3520371913909912	swe	bilstm-attn	0
3	4351	0.0211974568665027	31.0	0.1500000059604644	1.8168460130691528	isl	bilstm-attn	0
3	23971	0.0067266770638525	51.0	0.2919999957084656	2.408778190612793	rus	bilstm-attn	0
3				0.278		deu	M_C	
3				0.341		swe	M_C	
3				0.204		isl	M_C	
3				0.39		rus	M_C	
5	7307	0.0087828496471047	57.0	0.2476562559604644	2.117185354232788	deu	pointer_generator_lstm	0
5	3604	0.016475697979331	34.0	0.250781238079071	0.91715270280838	swe	pointer_generator_lstm	0
5	1869	0.0112079605460166	21.0	0.1890625059604644	1.5961037874221802	isl	pointer_generator_lstm	0
5	2879	0.0161499306559562	9.0	0.3285156190395355	2.2035629749298096	rus	pointer_generator_lstm	0
5	5631	0.7604405283927917	511.0	0.1983333379030227	1.958820343017578	deu	transformer	0
5	4463	0.7361512184143066	495.0	0.2549999952316284	1.5072120428085327	swe	transformer	0
5	3135	0.766747236251831	447.0	0.1508333384990692	2.2157530784606934	isl	transformer	0
5	16127	0.7680235505104065	671.0	0.2966666519641876	2.09077262878418	rus	transformer	0
5	4823	0.0157547798007726	23.0	0.2249999940395355	1.6661536693572998	deu	bilstm-attn	1
5	5939	0.0358706563711166	35.0	0.2280000001192093	1.1717110872268677	swe	bilstm-attn	0
5	5711	0.0095994407311081	41.0	0.1550000011920929	1.9676121473312376	isl	bilstm-attn	0
5	14751	0.0097627853974699	31.0	0.2980000078678131	2.163834571838379	rus	bilstm-attn	0
5				0.308		deu	M_C	
5				0.336		swe	M_C	
5				0.217		isl	M_C	
5				0.394		rus	M_C	
2	6929	0.0017471455503255	54.0	0.326953113079071	1.9062713384628296	deu	pointer_generator_lstm	0
2	2265	0.0280604269355535	21.0	0.2552734315395355	0.8626347780227661	swe	pointer_generator_lstm	0
2	3739	0.0036456184461712	43.0	0.1974609345197677	1.8392325639724727	isl	pointer_generator_lstm	0
2	2303	0.0254548136144876	7.0	0.3291015625	2.1340973377227783	rus	pointer_generator_lstm	0
2	8623	0.755415141582489	783.0	0.1891666650772094	1.9863474369049072	deu	transformer	0
2	4895	0.7375375032424927	543.0	0.2450000047683715	1.5184907913208008	swe	transformer	0
2	3359	0.7642727494239807	479.0	0.1383333355188369	2.194171667098999	isl	transformer	0
2	12671	0.7693938612937927	527.0	0.2816666662693023	2.0583205223083496	rus	transformer	0
2	9245	0.0044714026153087	45.0	0.2450000047683715	1.962592363357544	deu	bilstm-attn	1
2	3959	0.0545652024447917	23.0	0.2129999995231628	0.9738646745681764	swe	bilstm-attn	0
2	7887	0.015072307549417	57.0	0.152999997138977	2.256844520568848	isl	bilstm-attn	0
2	11063	0.0155289070680737	23.0	0.2919999957084656	2.0299463272094727	rus	bilstm-attn	0
2				0.274		deu	M_C	
2				0.328		swe	M_C	
2				0.22		isl	M_C	
2				0.374		rus	M_C	
4	6551	0.002101378981024	51.0	0.3253906369209289	2.183737277984619	deu	pointer_generator_lstm	0
4	4737	0.0134820425882935	45.0	0.2249999940395355	1.0996427536010742	swe	pointer_generator_lstm	0
4	849	0.0275606345385313	9.0	0.1847656220197677	1.3381339311599731	isl	pointer_generator_lstm	0
4	16415	0.0028987559489905	56.0	0.328125	3.0498976707458496	rus	pointer_generator_lstm	0
4	3871	0.7643851637840271	351.0	0.2091666609048843	1.877641558647156	deu	transformer	0
4	3887	0.7443007826805115	431.0	0.2408333271741867	1.5247135162353516	swe	transformer	0
4	5599	0.7586670517921448	799.0	0.1483333259820938	2.253033399581909	isl	transformer	0
4	10367	0.7712439298629761	431.0	0.2899999916553497	2.042916774749756	rus	transformer	0
4	12059	0.0017770832637324	59.0	0.2319999933242797	1.9917417764663696	deu	bilstm-attn	1
4	3629	0.0656924620270729	21.0	0.2090000063180923	1.0559934377670288	swe	bilstm-attn	0
