run	step	train_loss	epoch	val_accuracy	val_loss	lang	arch	model_version
3	3503	0.0035226352047175	23.0	0.3205078244209289	1.619915008544922	deu	pointer_generator_lstm	0
3	4094	0.0104491794481873	44.0	0.2738281190395355	0.8947703838348389	swe	pointer_generator_lstm	0
3	4979	0.0018629904370754	59.0	0.1818359345197677	1.8546746969223025	isl	pointer_generator_lstm	0
3	3299	0.0101920114830136	10.0	0.3443359434604645	2.292488813400269	rus	pointer_generator_lstm	0
3	4991	0.7319469451904297	415.0	0.2408333271741867	1.8048514127731323	deu	transformer	0
3	4863	0.728882908821106	607.0	0.2341666668653488	1.526471495628357	swe	transformer	0
3	5039	0.7176111340522766	719.0	0.1449999958276748	2.114786148071289	isl	transformer	0
3	18815	0.7185062170028687	783.0	0.3149999976158142	1.8559341430664065	rus	transformer	0
3	5615	0.0103850001469254	23.0	0.2080000042915344	1.5623990297317505	deu	bilstm-attn	0
3	4639	0.0368037782609462	31.0	0.231000006198883	1.0901479721069336	swe	bilstm-attn	0
3	7655	0.0058699082583189	57.0	0.1669999957084655	2.3123903274536133	isl	bilstm-attn	0
3	21075	0.0052581741474568	43.0	0.3030000030994415	2.341713190078736	rus	bilstm-attn	0
3				0.292		deu	M_C	
3				0.318		swe	M_C	
3				0.211		isl	M_C	
3				0.382		rus	M_C	
5	6569	0.0021682519000023	44.0	0.2687500119209289	1.9963202476501465	deu	pointer_generator_lstm	0
5	3093	0.0277457777410745	33.0	0.2824218869209289	0.9092069268226624	swe	pointer_generator_lstm	0
5	1078	0.0209251977503299	12.0	0.1789062470197677	1.3950893878936768	isl	pointer_generator_lstm	0
5	3599	0.0076118232682347	11.0	0.3414062559604645	2.323925733566284	rus	pointer_generator_lstm	0
5	7679	0.728054404258728	639.0	0.2116666734218597	1.8365299701690676	deu	transformer	0
5	6399	0.7240359783172607	799.0	0.2433333396911621	1.5864169597625732	swe	transformer	0
5	1007	0.7619748115539551	143.0	0.1533333361148834	1.9973634481430051	isl	transformer	0
5	18815	0.7185682058334351	783.0	0.3191666603088379	1.8548930883407595	rus	transformer	0
5	8423	0.0051817782223224	35.0	0.2349999994039535	1.7941648960113523	deu	bilstm-attn	0
5	5509	0.0281654596328735	37.0	0.1930000036954879	1.119263768196106	swe	bilstm-attn	0
5	4487	0.0157026965171098	33.0	0.1609999984502792	2.0895767211914062	isl	bilstm-attn	0
5	26823	0.0037748184986412	55.0	0.2939999997615814	2.576322317123413	rus	bilstm-attn	0
5				0.305		deu	M_C	
5				0.283		swe	M_C	
5				0.223		isl	M_C	
5				0.408		rus	M_C	
2	7007	0.0181380696594715	47.0	0.256640613079071	1.8388690948486328	deu	pointer_generator_lstm	0
2	1455	0.0338137671351432	15.0	0.259570300579071	0.7879271507263184	swe	pointer_generator_lstm	0
2	1327	0.0157167799770832	15.0	0.1818359345197677	1.5842970609664917	isl	pointer_generator_lstm	0
2	12299	0.0025551309809088	40.0	0.3255859315395355	2.8140132427215576	rus	pointer_generator_lstm	0
2	4223	0.7354332208633423	351.0	0.2049999982118606	1.7958002090454102	deu	transformer	0
2	6143	0.7234380841255188	767.0	0.2475000023841858	1.5864121913909912	swe	transformer	0
2	4031	0.7240116596221924	575.0	0.1483333259820938	2.1836037635803223	isl	transformer	0
2	17663	0.7187994718551636	735.0	0.3199999928474426	1.868557929992676	rus	transformer	0
2	14039	0.0022022749762982	59.0	0.2360000014305114	1.9352589845657349	deu	bilstm-attn	0
2	8699	0.0176488142460584	59.0	0.2049999982118606	1.3478538990020752	swe	bilstm-attn	0
2	6071	0.006343048531562	45.0	0.1580000072717666	2.2363288402557373	isl	bilstm-attn	0
