run	step	train_loss	epoch	val_accuracy	val_loss	lang	arch	model_version
3	3905	0.0029746301006525	30.0	0.2906250059604645	1.7485958337783811	deu	pointer_generator_lstm	0
3	2162	0.0359935387969017	20.0	0.2492187470197677	0.8513736724853516	swe	pointer_generator_lstm	0
3	1614	0.0160438530147075	18.0	0.1968750059604644	1.4944525957107544	isl	pointer_generator_lstm	0
3	7487	0.0049617174081504	25.0	0.3218750059604645	2.6303136348724365	rus	pointer_generator_lstm	0
3	4927	0.7640082836151123	447.0	0.1833333373069763	1.9648746252059937	deu	transformer	0
3	5759	0.7770569324493408	639.0	0.2383333295583725	1.7027413845062256	swe	transformer	0
3	5039	0.7609425783157349	719.0	0.1324999928474426	2.3007147312164307	isl	transformer	0
3	16511	0.7665613293647766	687.0	0.2933333218097687	2.071695327758789	rus	transformer	0
3	10451	0.0034716620575636	51.0	0.2060000002384185	2.03561806678772	deu	bilstm-attn	0
3	4289	0.0599681437015533	25.0	0.2419999986886978	0.9434220194816588	swe	bilstm-attn	0
3	4623	0.0186659023165702	33.0	0.1560000032186508	2.017427921295166	isl	bilstm-attn	0
3	17517	0.0101899430155754	37.0	0.2949999868869781	2.182032823562622	rus	bilstm-attn	0
3				0.299		deu	M_C	
3				0.317		swe	M_C	
3				0.22		isl	M_C	
3				0.398		rus	M_C	
5	4031	0.0034268433228135	31.0	0.3312500119209289	1.7577836513519287	deu	pointer_generator_lstm	0
5	3192	0.0206477139145135	30.0	0.259570300579071	0.9543046951293944	swe	pointer_generator_lstm	0
5	3909	0.0052943169139325	45.0	0.1876953095197677	1.7980633974075315	isl	pointer_generator_lstm	0
5	6623	0.0048020640388131	22.0	0.327929675579071	2.537094116210937	rus	pointer_generator_lstm	0
5	7743	0.7551586031913757	703.0	0.197500005364418	1.9644559621810915	deu	transformer	0
5	4607	0.7837381958961487	511.0	0.2349999994039535	1.6859186887741089	swe	transformer	0
5	3247	0.7674886584281921	463.0	0.1458333283662796	2.1564536094665527	isl	transformer	0
5	18431	0.7664799690246582	767.0	0.2949999868869781	2.002134323120117	rus	transformer	0
5	7235	0.0054012290202081	35.0	0.2129999995231628	1.9566302299499512	deu	bilstm-attn	0
5	7589	0.027865519747138	45.0	0.231000006198883	1.1188926696777344	swe	bilstm-attn	0
5	5711	0.0165192075073719	41.0	0.1550000011920929	1.940204620361328	isl	bilstm-attn	0
5	21205	0.0076254503801465	45.0	0.296999990940094	2.249393939971924	rus	bilstm-attn	0
5				0.3		deu	M_C	
5				0.316		swe	M_C	
5				0.199		isl	M_C	
5				0.389		rus	M_C	
2	3401	0.0055288728326559	26.0	0.2921875119209289	1.8562514781951904	deu	pointer_generator_lstm	0
2	1441	0.0528794936835765	13.0	0.2484374940395355	0.7922201752662659	swe	pointer_generator_lstm	0
2	3569	0.0043354122899472	41.0	0.1939453184604644	1.7041172981262207	isl	pointer_generator_lstm	0
2	10079	0.0035317048896104	34.0	0.3330078125	2.648491382598877	rus	pointer_generator_lstm	0
2	8271	0.7549994587898254	751.0	0.2358333319425583	1.899107813835144	deu	transformer	0
2	6623	0.7708993554115295	735.0	0.2391666620969772	1.7330925464630127	swe	transformer	0
2	3807	0.7689934968948364	543.0	0.1366666704416275	2.2440106868743896	isl	transformer	0
2	15743	0.7666252255439758	655.0	0.2883333265781402	2.0627551078796387	rus	transformer	0
2	12059	0.0058966847136616	59.0	0.2140000015497207	2.038746118545532	deu	bilstm-attn	0
2	7259	0.0326883234083652	43.0	0.2119999974966049	1.2809350490570068	swe	bilstm-attn	0
2	5983	0.0135975833982229	43.0	0.1570000052452087	2.047574758529663	isl	bilstm-attn	0
2	14751	0.0103558609262108	31.0	0.2809999883174896	2.165088891983032	rus	bilstm-attn	0
2				0.321		deu	M_C	
2				0.306		swe	M_C	
2				0.208		isl	M_C	
2				0.376		rus	M_C	
4	2519	0.0052098794840276	19.0	0.3156250119209289	1.7273383140563965	deu	pointer_generator_lstm	0
4	3089	0.021380815654993	29.0	0.2355468720197677	0.898286759853363	swe	pointer_generator_lstm	0
4	5014	0.0045263050124049	58.0	0.1773437559604644	1.7734862565994265	isl	pointer_generator_lstm	0
4	14975	0.0030461417045444	51.0	0.337890625	2.952821493148804	rus	pointer_generator_lstm	0
4	4399	0.7611308693885803	399.0	0.1966666728258133	1.938007354736328	deu	transformer	0
4	5327	0.7783085703849792	591.0	0.2224999964237213	1.763697862625122	swe	transformer	0
4	1343	0.7858689427375793	191.0	0.147499993443489	2.0148987770080566	isl	transformer	0
4	18047	0.766409695148468	751.0	0.2975000143051147	2.034587383270264	rus	transformer	0
4	7637	0.0065800012089312	37.0	0.2300000041723251	2.0228562355041504	deu	bilstm-attn	0
4	4949	0.0429297797381877	29.0	0.2169999927282333	1.0768588781356812	swe	bilstm-attn	0
4	7887	0.0100587699562311	57.0	0.1729999929666519	2.185680627822876	isl	bilstm-attn	0
4	18439	0.0084408549591898	39.0	0.2919999957084656	2.227072238922119	rus	bilstm-attn	0
4				0.288		deu	M_C	
4				0.318		swe	M_C	
4				0.213		isl	M_C	
4				0.369		rus	M_C	
1	3653	0.0031832694076001	28.0	0.2960937619209289	1.7682689428329468	deu	pointer_generator_lstm	0
1	4634	0.0124932052567601	44.0	0.254687488079071	1.0154531002044678	swe	pointer_generator_lstm	0
1	2634	0.0094810845330357	30.0	0.1880859434604644	1.5983216762542725	isl	pointer_generator_lstm	0
1	8063	0.0050642043352127	27.0	0.3234375119209289	2.653694629669189	rus	pointer_generator_lstm	0
1	2463	0.7718830108642578	223.0	0.2066666632890701	1.8768901824951167	deu	transformer	0
1	6767	0.7702328562736511	751.0	0.2266666740179062	1.7414281368255615	swe	transformer	0
1	4703	0.76268070936203	671.0	0.1416666656732559	2.1929078102111816	isl	transformer	0
1	16127	0.7676655054092407	671.0	0.2941666543483734	2.0554771423339844	rus	transformer	0
1	7235	0.0070975665003061	35.0	0.2399999946355819	1.8075257539749143	deu	bilstm-attn	0
1	9569	0.0212740134447813	57.0	0.2370000034570694	1.3572416305541992	swe	bilstm-attn	0
1	7615	0.0113969696685671	55.0	0.1650000065565109	2.055609226226806	isl	bilstm-attn	0
1	14751	0.0113773234188556	31.0	0.3059999942779541	2.2002651691436768	rus	bilstm-attn	0
1				0.282		deu	M_C	
1				0.287		swe	M_C	
1				0.206		isl	M_C	
1				0.396		rus	M_C	
